transaction_id,reconciliation_id,order_id,payment_id,utr,order_amount,gross_amount,fee,tax,net_settled,bank_credit_amount,variance,matching_result,status,tier,match_method,exception_type,confidence_score,reasoning,root_cause_reasoning,evidence_used,financial_impact,action_required,action_status,timestamp,metadata
REC_T1_pay_std_0082,REC_T1_pay_std_0082,ORD_STD_0082,pay_std_0082,UTR9026STD0082,9908.6,9908.6,198.17,35.67,9674.76,9674.76,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹198.17) + 18% GST (₹35.67) = net ₹9674.76, matching bank credit UTR UTR9026STD0082 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹198.17) + 18% GST (₹35.67) = net ₹9674.76, matching bank credit UTR UTR9026STD0082 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-27 06:32:00', 'settlement_date': '2026-08-27 22:32:00', 'bank_txn_date': '2026-08-28'}"
REC_T2_FEE_pay_fee_001,REC_T2_FEE_pay_fee_001,ORD_FEE_001,pay_fee_001,UTR9026FEE001,71329.27,71329.27,1069.94,192.59,70066.74,70066.74,0.0,Reconciled,RECONCILED_CUSTOM_FEE,TIER_2_AI_REASONING,Assisted,,0.99,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹356.65. GST 18% (₹192.59) and net credit ₹70066.74 fully verified against bank.,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹356.65. GST 18% (₹192.59) and net credit ₹70066.74 fully verified against bank.,"['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Contractual Savings Applied),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'effective_fee_rate_pct': 1.5, 'fee_savings_vs_standard': 356.65, 'tier_name': 'Enterprise 1.5% Custom MDR'}"
REC_T2_FEE_pay_fee_002,REC_T2_FEE_pay_fee_002,ORD_FEE_002,pay_fee_002,UTR9026FEE002,68447.53,68447.53,1026.71,184.81,67236.01,67236.01,0.0,Reconciled,RECONCILED_CUSTOM_FEE,TIER_2_AI_REASONING,Assisted,,0.99,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹342.24. GST 18% (₹184.81) and net credit ₹67236.01 fully verified against bank.,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹342.24. GST 18% (₹184.81) and net credit ₹67236.01 fully verified against bank.,"['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Contractual Savings Applied),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'effective_fee_rate_pct': 1.5, 'fee_savings_vs_standard': 342.24, 'tier_name': 'Enterprise 1.5% Custom MDR'}"
REC_T2_FEE_pay_fee_003,REC_T2_FEE_pay_fee_003,ORD_FEE_003,pay_fee_003,UTR9026FEE003,68359.86,68359.86,1025.4,184.57,67149.89,67149.89,0.0,Reconciled,RECONCILED_CUSTOM_FEE,TIER_2_AI_REASONING,Assisted,,0.99,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹341.80. GST 18% (₹184.57) and net credit ₹67149.89 fully verified against bank.,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹341.80. GST 18% (₹184.57) and net credit ₹67149.89 fully verified against bank.,"['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Contractual Savings Applied),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'effective_fee_rate_pct': 1.5, 'fee_savings_vs_standard': 341.8, 'tier_name': 'Enterprise 1.5% Custom MDR'}"
REC_T2_FEE_pay_fee_004,REC_T2_FEE_pay_fee_004,ORD_FEE_004,pay_fee_004,UTR9026FEE004,40323.99,40323.99,604.86,108.87,39610.26,39610.26,0.0,Reconciled,RECONCILED_CUSTOM_FEE,TIER_2_AI_REASONING,Assisted,,0.99,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹201.62. GST 18% (₹108.87) and net credit ₹39610.26 fully verified against bank.,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹201.62. GST 18% (₹108.87) and net credit ₹39610.26 fully verified against bank.,"['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Contractual Savings Applied),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'effective_fee_rate_pct': 1.5, 'fee_savings_vs_standard': 201.62, 'tier_name': 'Enterprise 1.5% Custom MDR'}"
REC_T2_FEE_pay_fee_005,REC_T2_FEE_pay_fee_005,ORD_FEE_005,pay_fee_005,UTR9026FEE005,28676.08,28676.08,430.14,77.43,28168.51,28168.51,0.0,Reconciled,RECONCILED_CUSTOM_FEE,TIER_2_AI_REASONING,Assisted,,0.99,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹143.38. GST 18% (₹77.43) and net credit ₹28168.51 fully verified against bank.,Custom Fee Tier Reconciled: Effective fee rate is 1.50% (Enterprise Contract). Fee variance from standard 2.0% is -₹143.38. GST 18% (₹77.43) and net credit ₹28168.51 fully verified against bank.,"['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Contractual Savings Applied),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'effective_fee_rate_pct': 1.5, 'fee_savings_vs_standard': 143.38, 'tier_name': 'Enterprise 1.5% Custom MDR'}"
REC_T2_BATCH_pay_bat_001,REC_T2_BATCH_pay_bat_001,ORD_BAT_01A+ORD_BAT_01B,pay_bat_001,UTR9026BAT001,17891.199999999997,17891.2,357.82,64.41,17468.97,17468.97,0.0,Reconciled,RECONCILED_BATCH,TIER_2_AI_REASONING,Assisted,,0.98,"Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_01A, ORD_BAT_01B) totaling ₹17,891.20 into single settlement UTR UTR9026BAT001. Net payout ₹17,468.97 matches bank statement credit exactly.","Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_01A, ORD_BAT_01B) totaling ₹17,891.20 into single settlement UTR UTR9026BAT001. Net payout ₹17,468.97 matches bank statement credit exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR']",Zero Variance (Batch Aggregation Verified),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'batched_order_ids': ['ORD_BAT_01A', 'ORD_BAT_01B'], 'batch_order_count': 2}"
REC_T2_BATCH_pay_bat_002,REC_T2_BATCH_pay_bat_002,ORD_BAT_02A+ORD_BAT_02B,pay_bat_002,UTR9026BAT002,17816.82,17816.82,356.34,64.14,17396.34,17396.34,0.0,Reconciled,RECONCILED_BATCH,TIER_2_AI_REASONING,Assisted,,0.98,"Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_02A, ORD_BAT_02B) totaling ₹17,816.82 into single settlement UTR UTR9026BAT002. Net payout ₹17,396.34 matches bank statement credit exactly.","Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_02A, ORD_BAT_02B) totaling ₹17,816.82 into single settlement UTR UTR9026BAT002. Net payout ₹17,396.34 matches bank statement credit exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR']",Zero Variance (Batch Aggregation Verified),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'batched_order_ids': ['ORD_BAT_02A', 'ORD_BAT_02B'], 'batch_order_count': 2}"
REC_T2_BATCH_pay_bat_003,REC_T2_BATCH_pay_bat_003,ORD_BAT_03A+ORD_BAT_03B,pay_bat_003,UTR9026BAT003,12278.75,12278.75,245.58,44.2,11988.97,11988.97,0.0,Reconciled,RECONCILED_BATCH,TIER_2_AI_REASONING,Assisted,,0.98,"Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_03A, ORD_BAT_03B) totaling ₹12,278.75 into single settlement UTR UTR9026BAT003. Net payout ₹11,988.97 matches bank statement credit exactly.","Batch Settlement Reconciled: Gateway combined 2 internal orders (ORD_BAT_03A, ORD_BAT_03B) totaling ₹12,278.75 into single settlement UTR UTR9026BAT003. Net payout ₹11,988.97 matches bank statement credit exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR']",Zero Variance (Batch Aggregation Verified),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'batched_order_ids': ['ORD_BAT_03A', 'ORD_BAT_03B'], 'batch_order_count': 2}"
REC_T2_INFLIGHT_pay_inf_001,REC_T2_INFLIGHT_pay_inf_001,ORD_INF_001,pay_inf_001,UTR9026INF001,11988.15,11988.15,239.76,43.16,11705.23,0.0,11705.23,Exception,IN_FLIGHT_SETTLEMENT,TIER_2_AI_REASONING,Exception Review,IN_FLIGHT_SETTLEMENT,0.95,"Bank credit differs from expected settlement by ₹11,705.23. Gateway settled order ORD_INF_001 on 2026-09-03 07:00:00 with UTR UTR9026INF001, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","Bank credit differs from expected settlement by ₹11,705.23. Gateway settled order ORD_INF_001 on 2026-09-03 07:00:00 with UTR UTR9026INF001, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","['ERP amount', 'Gateway settlement', 'UTR', 'Settlement timing']","₹11,705.23 pending interbank clearance",Auto-monitor bank feed over the next 24-48 hours. Expected to clear in next business cycle.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'settlement_date': '2026-09-03 07:00:00', 'expected_bank_credit': 11705.23}"
REC_T2_INFLIGHT_pay_inf_002,REC_T2_INFLIGHT_pay_inf_002,ORD_INF_002,pay_inf_002,UTR9026INF002,6293.17,6293.17,125.86,22.65,6144.66,0.0,6144.66,Exception,IN_FLIGHT_SETTLEMENT,TIER_2_AI_REASONING,Exception Review,IN_FLIGHT_SETTLEMENT,0.95,"Bank credit differs from expected settlement by ₹6,144.66. Gateway settled order ORD_INF_002 on 2026-09-03 08:00:00 with UTR UTR9026INF002, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","Bank credit differs from expected settlement by ₹6,144.66. Gateway settled order ORD_INF_002 on 2026-09-03 08:00:00 with UTR UTR9026INF002, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","['ERP amount', 'Gateway settlement', 'UTR', 'Settlement timing']","₹6,144.66 pending interbank clearance",Auto-monitor bank feed over the next 24-48 hours. Expected to clear in next business cycle.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'settlement_date': '2026-09-03 08:00:00', 'expected_bank_credit': 6144.66}"
REC_T2_INFLIGHT_pay_inf_003,REC_T2_INFLIGHT_pay_inf_003,ORD_INF_003,pay_inf_003,UTR9026INF003,10297.28,10297.28,205.95,37.07,10054.26,0.0,10054.26,Exception,IN_FLIGHT_SETTLEMENT,TIER_2_AI_REASONING,Exception Review,IN_FLIGHT_SETTLEMENT,0.95,"Bank credit differs from expected settlement by ₹10,054.26. Gateway settled order ORD_INF_003 on 2026-09-03 09:00:00 with UTR UTR9026INF003, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","Bank credit differs from expected settlement by ₹10,054.26. Gateway settled order ORD_INF_003 on 2026-09-03 09:00:00 with UTR UTR9026INF003, but bank credit has not cleared. Awaiting standard T+1 banking clearing cycle.","['ERP amount', 'Gateway settlement', 'UTR', 'Settlement timing']","₹10,054.26 pending interbank clearance",Auto-monitor bank feed over the next 24-48 hours. Expected to clear in next business cycle.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'settlement_date': '2026-09-03 09:00:00', 'expected_bank_credit': 10054.26}"
REC_T2_PHANTOM_pay_phantom_001,REC_T2_PHANTOM_pay_phantom_001,ORD_PHANTOM_001,pay_phantom_001,UTR9026PHN001,0.0,8225.19,164.5,29.61,8031.08,0.0,8225.19,Exception,UNREGISTERED_ORDER,TIER_2_AI_REASONING,Exception Review,UNREGISTERED_ORDER,0.96,"Unregistered gateway payment: Gateway received ₹8,225.19 under reference 'ORD_PHANTOM_001', but no matching order exists in internal ERP. Webhook delivery dropped or direct API call bypass.","Unregistered gateway payment: Gateway received ₹8,225.19 under reference 'ORD_PHANTOM_001', but no matching order exists in internal ERP. Webhook delivery dropped or direct API call bypass.","['Gateway settlement', 'UTR', 'Fee calculation']","₹8,225.19 received without internal ERP record",Investigate gateway webhook delivery logs for payment ID. Backfill order into internal database if legitimate customer purchase.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'payment_id': 'pay_phantom_001', 'gateway_order_reference': 'ORD_PHANTOM_001'}"
REC_T2_PHANTOM_pay_phantom_002,REC_T2_PHANTOM_pay_phantom_002,ORD_PHANTOM_002,pay_phantom_002,UTR9026PHN002,0.0,4604.31,92.09,16.58,4495.64,0.0,4604.31,Exception,UNREGISTERED_ORDER,TIER_2_AI_REASONING,Exception Review,UNREGISTERED_ORDER,0.96,"Unregistered gateway payment: Gateway received ₹4,604.31 under reference 'ORD_PHANTOM_002', but no matching order exists in internal ERP. Webhook delivery dropped or direct API call bypass.","Unregistered gateway payment: Gateway received ₹4,604.31 under reference 'ORD_PHANTOM_002', but no matching order exists in internal ERP. Webhook delivery dropped or direct API call bypass.","['Gateway settlement', 'UTR', 'Fee calculation']","₹4,604.31 received without internal ERP record",Investigate gateway webhook delivery logs for payment ID. Backfill order into internal database if legitimate customer purchase.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'payment_id': 'pay_phantom_002', 'gateway_order_reference': 'ORD_PHANTOM_002'}"
REC_T2_CHG_ORD_CHG_001,REC_T2_CHG_ORD_CHG_001,ORD_CHG_001,,,2019.43,0.0,0.0,0.0,0.0,0.0,-2019.43,Exception,CHARGEBACK_DEDUCTION,TIER_2_AI_REASONING,Exception Review,CHARGEBACK_DEDUCTION,0.95,"Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_001 (₹2,019.43). Settlement funds withheld by payment processor pending merchant evidence submission.","Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_001 (₹2,019.43). Settlement funds withheld by payment processor pending merchant evidence submission.","['ERP amount', 'Dispute status flag']","-₹2,019.43 withheld pending dispute resolution",Upload Proof of Delivery and customer communication to Razorpay Merchant Portal before dispute cutoff date.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'internal_status': 'DISPUTED', 'dispute_amount': 2019.43}"
REC_T2_CHG_ORD_CHG_002,REC_T2_CHG_ORD_CHG_002,ORD_CHG_002,,,1981.66,0.0,0.0,0.0,0.0,0.0,-1981.66,Exception,CHARGEBACK_DEDUCTION,TIER_2_AI_REASONING,Exception Review,CHARGEBACK_DEDUCTION,0.95,"Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_002 (₹1,981.66). Settlement funds withheld by payment processor pending merchant evidence submission.","Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_002 (₹1,981.66). Settlement funds withheld by payment processor pending merchant evidence submission.","['ERP amount', 'Dispute status flag']","-₹1,981.66 withheld pending dispute resolution",Upload Proof of Delivery and customer communication to Razorpay Merchant Portal before dispute cutoff date.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'internal_status': 'DISPUTED', 'dispute_amount': 1981.66}"
REC_T2_CHG_ORD_CHG_003,REC_T2_CHG_ORD_CHG_003,ORD_CHG_003,,,3989.51,0.0,0.0,0.0,0.0,0.0,-3989.51,Exception,CHARGEBACK_DEDUCTION,TIER_2_AI_REASONING,Exception Review,CHARGEBACK_DEDUCTION,0.95,"Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_003 (₹3,989.51). Settlement funds withheld by payment processor pending merchant evidence submission.","Disputed order: Customer initiated dispute/chargeback for internal order ORD_CHG_003 (₹3,989.51). Settlement funds withheld by payment processor pending merchant evidence submission.","['ERP amount', 'Dispute status flag']","-₹3,989.51 withheld pending dispute resolution",Upload Proof of Delivery and customer communication to Razorpay Merchant Portal before dispute cutoff date.,Pending Review,2026-09-03T18:53:57.821544+00:00,"{'internal_status': 'DISPUTED', 'dispute_amount': 3989.51}"
REC_T2_UNMATCHED_INT_ORD_INF_004,REC_T2_UNMATCHED_INT_ORD_INF_004,ORD_INF_004,,,5400.0,0.0,0.0,0.0,0.0,0.0,-5400.0,Exception,IN_FLIGHT_SETTLEMENT,TIER_2_AI_REASONING,Exception Review,IN_FLIGHT_SETTLEMENT,0.9,"Pending gateway settlement: Internal order ORD_INF_004 (₹5,400.00) recorded in ERP awaiting payment gateway settlement processing.","Pending gateway settlement: Internal order ORD_INF_004 (₹5,400.00) recorded in ERP awaiting payment gateway settlement processing.","['ERP amount', 'Settlement timing']","₹5,400.00 awaiting gateway capture",Monitor gateway settlement schedule.,Pending Review,2026-09-03T18:53:57.821544+00:00,{'internal_status': 'SUCCESS'}
